Month	random	Date	lowci	highci	med	Lower CI	Median	Number of Records	Upper CI	Year 	Year Original
6	0.322054168	6/1/1947	warmer	cooler	warmer	0.063	0.007	1	-0.055	1947	1947/06
7	0.181345244	7/1/1947	warmer	cooler	cooler	0.071	-0.006	1	-0.065	1947	1947/07
8	0.243866653	8/1/1947	warmer	cooler	cooler	0.025	-0.038	1	-0.105	1947	1947/08
9	0.643020089	9/1/1947	cooler	cooler	cooler	-0.019	-0.075	1	-0.132	1947	1947/09
10	0.986148388	10/1/1947	warmer	warmer	warmer	0.146	0.077	1	0.024	1947	1947/10
11	0.349093912	11/1/1947	warmer	cooler	warmer	0.102	0.043	1	-0.037	1947	1947/11
12	0.23256481	12/1/1947	cooler	cooler	cooler	-0.109	-0.175	1	-0.245	1947	1947/12
1	0.669695838	1/1/1948	warmer	warmer	warmer	0.158	0.089	1	0.036	1948	1948/01
2	0.052611535	2/1/1948	cooler	cooler	cooler	-0.069	-0.126	1	-0.176	1948	1948/02
3	0.608550333	3/1/1948	cooler	cooler	cooler	-0.092	-0.175	1	-0.246	1948	1948/03
4	0.2651096	4/1/1948	warmer	cooler	cooler	0.014	-0.042	1	-0.102	1948	1948/04
5	0.93408673	5/1/1948	warmer	warmer	warmer	0.164	0.109	1	0.041	1948	1948/05
6	0.546209201	6/1/1948	warmer	warmer	warmer	0.138	0.075	1	0.007	1948	1948/06
7	0.943110818	7/1/1948	cooler	cooler	cooler	-0.034	-0.109	1	-0.172	1948	1948/07
8	0.350216139	8/1/1948	warmer	cooler	cooler	0.067	-0.001	1	-0.073	1948	1948/08
9	0.633455811	9/1/1948	cooler	cooler	cooler	-0.003	-0.057	1	-0.118	1948	1948/09
10	0.785693587	10/1/1948	warmer	cooler	warmer	0.106	0.031	1	-0.023	1948	1948/10
11	0.316828284	11/1/1948	warmer	cooler	cooler	0.01	-0.051	1	-0.121	1948	1948/11
12	0.525888764	12/1/1948	cooler	cooler	cooler	-0.14	-0.203	1	-0.265	1948	1948/12
1	0.932170978	1/1/1949	warmer	warmer	warmer	0.206	0.15	1	0.103	1949	1949/01
2	0.130898566	2/1/1949	cooler	cooler	cooler	-0.09	-0.145	1	-0.192	1949	1949/02
3	0.978184795	3/1/1949	cooler	cooler	cooler	-0.113	-0.178	1	-0.237	1949	1949/03
4	0.41505406	4/1/1949	warmer	cooler	warmer	0.057	0.009	1	-0.045	1949	1949/04
5	0.242734728	5/1/1949	warmer	cooler	cooler	0.002	-0.043	1	-0.098	1949	1949/05
6	0.501716321	6/1/1949	cooler	cooler	cooler	-0.14	-0.186	1	-0.24	1949	1949/06
7	0.631316719	7/1/1949	cooler	cooler	cooler	-0.025	-0.089	1	-0.144	1949	1949/07
8	0.950000247	8/1/1949	warmer	cooler	cooler	0.017	-0.038	1	-0.096	1949	1949/08
9	0.173921679	9/1/1949	cooler	cooler	cooler	-0.026	-0.072	1	-0.121	1949	1949/09
10	0.839631632	10/1/1949	warmer	cooler	cooler	0.019	-0.032	1	-0.078	1949	1949/10
11	0.112366512	11/1/1949	cooler	cooler	cooler	-0.033	-0.077	1	-0.131	1949	1949/11
12	0.45252164	12/1/1949	cooler	cooler	cooler	-0.136	-0.188	1	-0.242	1949	1949/12
1	0.658621716	1/1/1950	cooler	cooler	cooler	-0.281	-0.333	1	-0.372	1950	1950/01
2	0.05952613	2/1/1950	cooler	cooler	cooler	-0.188	-0.245	1	-0.291	1950	1950/02
3	0.250523418	3/1/1950	cooler	cooler	cooler	-0.117	-0.178	1	-0.235	1950	1950/03
4	0.21588998	4/1/1950	cooler	cooler	cooler	-0.114	-0.165	1	-0.214	1950	1950/04
5	0.723760928	5/1/1950	cooler	cooler	cooler	-0.043	-0.087	1	-0.14	1950	1950/05
6	0.8135268	6/1/1950	cooler	cooler	cooler	-0.022	-0.074	1	-0.122	1950	1950/06
7	0.640535395	7/1/1950	warmer	cooler	cooler	0.028	-0.039	1	-0.084	1950	1950/07
8	0.146073945	8/1/1950	cooler	cooler	cooler	-0.055	-0.112	1	-0.165	1950	1950/08
9	0.734042773	9/1/1950	cooler	cooler	cooler	-0.058	-0.106	1	-0.149	1950	1950/09
10	0.427783626	10/1/1950	cooler	cooler	cooler	-0.07	-0.125	1	-0.174	1950	1950/10
11	0.613154379	11/1/1950	cooler	cooler	cooler	-0.344	-0.391	1	-0.443	1950	1950/11
12	0.708306129	12/1/1950	cooler	cooler	cooler	-0.196	-0.254	1	-0.302	1950	1950/12
1	0.909431599	1/1/1951	cooler	cooler	cooler	-0.308	-0.355	1	-0.398	1951	1951/01
2	0.369846108	2/1/1951	cooler	cooler	cooler	-0.408	-0.463	1	-0.502	1951	1951/02
3	0.03822892	3/1/1951	cooler	cooler	cooler	-0.245	-0.298	1	-0.346	1951	1951/03
4	0.433027937	4/1/1951	cooler	cooler	cooler	-0.06	-0.105	1	-0.154	1951	1951/04
5	0.566946836	5/1/1951	warmer	cooler	cooler	0.027	-0.013	1	-0.058	1951	1951/05
6	0.303020269	6/1/1951	warmer	cooler	warmer	0.081	0.037	1	-0.004	1951	1951/06
7	0.154485112	7/1/1951	warmer	warmer	warmer	0.106	0.049	1	0.006	1951	1951/07
8	0.998776787	8/1/1951	warmer	warmer	warmer	0.198	0.142	1	0.096	1951	1951/08
9	0.646775411	9/1/1951	warmer	warmer	warmer	0.135	0.093	1	0.056	1951	1951/09
10	0.295242413	10/1/1951	warmer	warmer	warmer	0.184	0.129	1	0.085	1951	1951/10
11	0.424531343	11/1/1951	warmer	cooler	cooler	0.001	-0.038	1	-0.088	1951	1951/11
12	0.318682606	12/1/1951	warmer	warmer	warmer	0.224	0.174	1	0.132	1951	1951/12
1	0.662658143	1/1/1952	warmer	warmer	warmer	0.227	0.182	1	0.145	1952	1952/01
2	0.310343425	2/1/1952	warmer	warmer	warmer	0.184	0.135	1	0.104	1952	1952/02
3	0.357859799	3/1/1952	cooler	cooler	cooler	-0.074	-0.13	1	-0.177	1952	1952/03
4	0.134927736	4/1/1952	warmer	warmer	warmer	0.108	0.055	1	0.005	1952	1952/04
5	0.74482117	5/1/1952	warmer	cooler	warmer	0.08	0.04	1	-0.012	1952	1952/05
6	0.741239029	6/1/1952	warmer	cooler	warmer	0.088	0.04	1	-0.005	1952	1952/06
7	0.81992319	7/1/1952	warmer	warmer	warmer	0.155	0.099	1	0.052	1952	1952/07
8	0.344710141	8/1/1952	warmer	warmer	warmer	0.144	0.094	1	0.049	1952	1952/08
9	0.841497769	9/1/1952	warmer	warmer	warmer	0.145	0.098	1	0.058	1952	1952/09
10	0.214665636	10/1/1952	warmer	cooler	cooler	0.046	-0.009	1	-0.052	1952	1952/10
11	0.076278355	11/1/1952	cooler	cooler	cooler	-0.148	-0.189	1	-0.239	1952	1952/11
12	0.913465273	12/1/1952	cooler	cooler	cooler	-0.007	-0.06	1	-0.103	1952	1952/12
1	0.429532843	1/1/1953	warmer	warmer	warmer	0.109	0.067	1	0.018	1953	1953/01
2	0.987939014	2/1/1953	warmer	warmer	warmer	0.193	0.146	1	0.102	1953	1953/02
3	0.634478582	3/1/1953	warmer	warmer	warmer	0.179	0.558	1	0.083	1953	1953/03
4	0.942022963	4/1/1953	warmer	warmer	warmer	0.239	0.195	1	0.152	1953	1953/04
5	0.372442199	5/1/1953	warmer	warmer	warmer	0.182	0.138	1	0.089	1953	1953/05
6	0.980721408	6/1/1953	warmer	warmer	warmer	0.212	0.164	1	0.12	1953	1953/06
7	0.813072764	7/1/1953	warmer	warmer	warmer	0.101	0.054	1	0.014	1953	1953/07
8	0.601239582	8/1/1953	warmer	warmer	warmer	0.143	0.095	1	0.049	1953	1953/08
9	0.506998612	9/1/1953	warmer	warmer	warmer	0.12	0.076	1	0.039	1953	1953/09
10	0.113872405	10/1/1953	warmer	warmer	warmer	0.126	0.073	1	0.029	1953	1953/10
11	0.584434813	11/1/1953	cooler	cooler	cooler	-0.034	-0.073	1	-0.115	1953	1953/11
12	0.170977795	12/1/1953	warmer	warmer	warmer	0.14	0.09	1	0.048	1953	1953/12
1	0.313706565	1/1/1954	cooler	cooler	cooler	-0.198	-0.237	1	-0.278	1954	1954/01
2	0.565683057	2/1/1954	cooler	cooler	cooler	-0.041	-0.088	1	-0.125	1954	1954/02
3	0.117168072	3/1/1954	cooler	cooler	cooler	-0.104	-0.155	1	-0.196	1954	1954/03
4	0.468563567	4/1/1954	cooler	cooler	cooler	-0.104	-0.151	1	-0.197	1954	1954/04
5	0.836131656	5/1/1954	cooler	cooler	cooler	-0.166	-0.207	1	-0.252	1954	1954/05
6	0.357064274	6/1/1954	cooler	cooler	cooler	-0.085	-0.13	1	-0.168	1954	1954/06
7	0.76534871	7/1/1954	cooler	cooler	cooler	-0.145	-0.198	1	-0.24	1954	1954/07
8	0.139407519	8/1/1954	cooler	cooler	cooler	-0.056	-0.094	1	-0.133	1954	1954/08
9	0.823710995	9/1/1954	cooler	cooler	cooler	-0.043	-0.087	1	-0.121	1954	1954/09
10	0.238384777	10/1/1954	warmer	cooler	cooler	0.023	-0.036	1	-0.077	1954	1954/10
11	0.9835698	11/1/1954	warmer	cooler	warmer	0.058	0.022	1	-0.021	1954	1954/11
12	0.964856792	12/1/1954	cooler	cooler	cooler	-0.194	-0.235	1	-0.278	1954	1954/12
1	0.395241742	1/1/1955	warmer	warmer	warmer	0.166	0.125	1	0.083	1955	1955/01
2	0.010672715	2/1/1955	cooler	cooler	cooler	-0.12	-0.166	1	-0.195	1955	1955/02
3	0.384092251	3/1/1955	cooler	cooler	cooler	-0.364	-0.405	1	-0.445	1955	1955/03
4	0.030280112	4/1/1955	cooler	cooler	cooler	-0.204	-0.244	1	-0.287	1955	1955/04
5	0.700701218	5/1/1955	cooler	cooler	cooler	-0.196	-0.235	1	-0.284	1955	1955/05
6	0.104496202	6/1/1955	cooler	cooler	cooler	-0.127	-0.168	1	-0.201	1955	1955/06
7	0.650522855	7/1/1955	cooler	cooler	cooler	-0.155	-0.2	1	-0.235	1955	1955/07
8	0.410879555	8/1/1955	cooler	cooler	cooler	-0.022	-0.063	1	-0.101	1955	1955/08
9	0.58037673	9/1/1955	cooler	cooler	cooler	-0.077	-0.117	1	-0.154	1955	1955/09
10	0.606589119	10/1/1955	cooler	cooler	cooler	-0.117	-0.164	1	-0.205	1955	1955/10
11	0.147336898	11/1/1955	cooler	cooler	cooler	-0.277	-0.313	1	-0.357	1955	1955/11
12	0.210739511	12/1/1955	cooler	cooler	cooler	-0.295	-0.336	1	-0.38	1955	1955/12
1	0.736704707	1/1/1956	cooler	cooler	cooler	-0.213	-0.248	1	-0.28	1956	1956/01
2	0.200500142	2/1/1956	cooler	cooler	cooler	-0.302	-0.348	1	-0.378	1956	1956/02
3	0.092061786	3/1/1956	cooler	cooler	cooler	-0.273	-0.311	1	-0.346	1956	1956/03
4	0.944730153	4/1/1956	cooler	cooler	cooler	-0.296	-0.335	1	-0.376	1956	1956/04
5	0.760134666	5/1/1956	cooler	cooler	cooler	-0.242	-0.28	1	-0.324	1956	1956/05
6	0.65946355	6/1/1956	cooler	cooler	cooler	-0.193	-0.225	1	-0.256	1956	1956/06
7	0.662861461	7/1/1956	cooler	cooler	cooler	-0.17	-0.211	1	-0.25	1956	1956/07
8	0.41395903	8/1/1956	cooler	cooler	cooler	-0.202	-0.243	1	-0.28	1956	1956/08
9	0.634841361	9/1/1956	cooler	cooler	cooler	-0.246	-0.281	1	-0.315	1956	1956/09
10	0.964095161	10/1/1956	cooler	cooler	cooler	-0.193	-0.23	1	-0.27	1956	1956/10
11	0.846031093	11/1/1956	cooler	cooler	cooler	-0.227	-0.259	1	-0.294	1956	1956/11
12	0.420841879	12/1/1956	cooler	cooler	cooler	-0.168	-0.207	1	-0.243	1956	1956/12
1	0.551778079	1/1/1957	cooler	cooler	cooler	-0.129	-0.167	1	-0.197	1957	1957/01
2	0.353585617	2/1/1957	cooler	cooler	cooler	-0.087	-0.129	1	-0.158	1957	1957/02
3	0.725487182	3/1/1957	cooler	cooler	cooler	-0.142	-0.185	1	-0.223	1957	1957/03
4	0.748897785	4/1/1957	cooler	cooler	cooler	-0.029	-0.064	1	-0.098	1957	1957/04
5	0.155366101	5/1/1957	warmer	warmer	warmer	0.089	0.052	1	0.014	1957	1957/05
6	0.165693706	6/1/1957	warmer	warmer	warmer	0.116	0.084	1	0.052	1957	1957/06
7	0.899236647	7/1/1957	warmer	cooler	warmer	0.044	0.003	1	-0.034	1957	1957/07
8	0.051802058	8/1/1957	warmer	warmer	warmer	0.143	0.094	1	0.066	1957	1957/08
9	0.351182848	9/1/1957	warmer	warmer	warmer	0.076	0.038	1	0.01	1957	1957/09
10	0.609984333	10/1/1957	warmer	cooler	cooler	0.027	-0.013	1	-0.05	1957	1957/10
11	0.753461979	11/1/1957	warmer	warmer	warmer	0.095	0.056	1	0.022	1957	1957/11
12	0.348203362	12/1/1957	warmer	warmer	warmer	0.202	0.158	1	0.123	1957	1957/12
1	0.542073898	1/1/1958	warmer	warmer	warmer	0.313	0.269	1	0.242	1958	1958/01
2	0.222182049	2/1/1958	warmer	warmer	warmer	0.223	0.183	1	0.156	1958	1958/02
3	0.168074531	3/1/1958	warmer	cooler	cooler	0.036	-0.004	1	-0.035	1958	1958/03
4	0.789146697	4/1/1958	warmer	warmer	warmer	0.068	0.038	1	0.003	1958	1958/04
5	0.42245911	5/1/1958	warmer	cooler	warmer	0.077	0.035	1	-0.004	1958	1958/05
6	0.507958786	6/1/1958	warmer	cooler	cooler	0.016	-0.016	1	-0.046	1958	1958/06
7	0.811172513	7/1/1958	warmer	warmer	warmer	0.082	0.041	1	0.006	1958	1958/07
8	0.067127581	8/1/1958	warmer	cooler	warmer	0.044	0.01	1	-0.02	1958	1958/08
9	0.715963654	9/1/1958	cooler	cooler	cooler	-0.014	-0.052	1	-0.083	1958	1958/09
10	0.097740675	10/1/1958	warmer	cooler	warmer	0.055	0.015	1	-0.016	1958	1958/10
11	0.503474289	11/1/1958	warmer	cooler	warmer	0.047	0.012	1	-0.021	1958	1958/11
12	0.112261591	12/1/1958	warmer	cooler	warmer	0.068	0.027	1	-0.008	1958	1958/12
1	0.83067157	1/1/1959	warmer	warmer	warmer	0.124	0.087	1	0.06	1959	1959/01
2	0.085341132	2/1/1959	warmer	warmer	warmer	0.061	0.03	1	0.001	1959	1959/02
3	0.642618242	3/1/1959	warmer	warmer	warmer	0.114	0.252	1	0.045	1959	1959/03
4	0.655626991	4/1/1959	warmer	warmer	warmer	0.073	0.046	1	0.006	1959	1959/04
5	0.154498326	5/1/1959	warmer	cooler	cooler	0.02	-0.012	1	-0.042	1959	1959/05
6	0.544184501	6/1/1959	warmer	warmer	warmer	0.093	0.063	1	0.033	1959	1959/06
7	0.455971846	7/1/1959	warmer	cooler	warmer	0.066	0.03	1	-0.004	1959	1959/07
8	0.610811694	8/1/1959	warmer	warmer	warmer	0.077	0.048	1	0.015	1959	1959/08
9	0.169840507	9/1/1959	warmer	warmer	warmer	0.07	0.038	1	0.01	1959	1959/09
10	0.936681004	10/1/1959	cooler	cooler	cooler	-0.001	-0.035	1	-0.064	1959	1959/10
11	0.107567812	11/1/1959	cooler	cooler	cooler	-0.084	-0.112	1	-0.14	1959	1959/11
12	0.488859126	12/1/1959	cooler	cooler	cooler	-0.032	-0.07	1	-0.104	1959	1959/12
1	0.338742697	1/1/1960	warmer	cooler	cooler	0.007	-0.029	1	-0.06	1960	1960/01
2	0.870074371	2/1/1960	warmer	warmer	warmer	0.133	0.102	1	0.077	1960	1960/02
3	0.42641654	3/1/1960	cooler	cooler	cooler	-0.283	-0.316	1	-0.345	1960	1960/03
4	0.754743687	4/1/1960	cooler	cooler	cooler	-0.148	-0.176	1	-0.205	1960	1960/04
5	0.733215702	5/1/1960	cooler	cooler	cooler	-0.127	-0.154	1	-0.181	1960	1960/05
6	0.881621185	6/1/1960	cooler	cooler	cooler	0	-0.029	1	-0.061	1960	1960/06
7	0.963175592	7/1/1960	warmer	cooler	cooler	0.002	-0.027	1	-0.054	1960	1960/07
8	0.876627194	8/1/1960	warmer	cooler	warmer	0.034	0.007	1	-0.027	1960	1960/08
9	0.634152719	9/1/1960	warmer	warmer	warmer	0.091	0.062	1	0.034	1960	1960/09
10	0.561268292	10/1/1960	warmer	cooler	cooler	0.003	-0.027	1	-0.056	1960	1960/10
11	0.249156269	11/1/1960	cooler	cooler	cooler	-0.121	-0.15	1	-0.179	1960	1960/11
12	0.252220368	12/1/1960	warmer	warmer	warmer	0.175	0.141	1	0.112	1960	1960/12
1	0.448674783	1/1/1961	warmer	warmer	warmer	0.072	0.046	1	0.015	1961	1961/01
2	0.771423467	2/1/1961	warmer	warmer	warmer	0.21	0.185	1	0.156	1961	1961/02
3	0.61920715	3/1/1961	warmer	warmer	warmer	0.129	0.096	1	0.069	1961	1961/03
4	0.975833049	4/1/1961	warmer	warmer	warmer	0.121	0.097	1	0.069	1961	1961/04
5	0.283346616	5/1/1961	warmer	warmer	warmer	0.114	0.087	1	0.055	1961	1961/05
6	0.288553494	6/1/1961	warmer	warmer	warmer	0.135	0.108	1	0.073	1961	1961/06
7	0.209460529	7/1/1961	warmer	cooler	warmer	0.053	0.016	1	-0.013	1961	1961/07
8	0.082265293	8/1/1961	warmer	cooler	warmer	0.054	0.03	1	-0.006	1961	1961/08
9	0.42865062	9/1/1961	cooler	cooler	cooler	-0.004	-0.029	1	-0.056	1961	1961/09
10	0.768352093	10/1/1961	cooler	cooler	cooler	-0.004	-0.031	1	-0.063	1961	1961/10
11	0.127653795	11/1/1961	warmer	cooler	cooler	0.003	-0.02	1	-0.052	1961	1961/11
12	0.354677986	12/1/1961	cooler	cooler	cooler	-0.083	-0.112	1	-0.14	1961	1961/12
1	0.313550256	1/1/1962	warmer	warmer	warmer	0.084	0.055	1	0.024	1962	1962/01
2	0.847349171	2/1/1962	warmer	warmer	warmer	0.161	0.139	1	0.115	1962	1962/02
3	0.298379605	3/1/1962	warmer	cooler	warmer	0.057	0.027	1	-0.002	1962	1962/03
4	0.200833467	4/1/1962	warmer	cooler	warmer	0.047	0.025	1	-0.003	1962	1962/04
5	0.117748507	5/1/1962	cooler	cooler	cooler	-0.017	-0.044	1	-0.082	1962	1962/05
6	0.358887783	6/1/1962	cooler	cooler	cooler	-0.032	-0.054	1	-0.087	1962	1962/06
7	0.291021244	7/1/1962	warmer	cooler	warmer	0.046	0.016	1	-0.013	1962	1962/07
8	0.358925633	8/1/1962	warmer	cooler	cooler	0.018	-0.003	1	-0.034	1962	1962/08
9	0.524938509	9/1/1962	warmer	cooler	cooler	0.013	-0.014	1	-0.043	1962	1962/09
10	0.670874028	10/1/1962	warmer	warmer	warmer	0.068	0.045	1	0.014	1962	1962/10
11	0.001111157	11/1/1962	warmer	cooler	warmer	0.03	0.009	1	-0.022	1962	1962/11
12	0.409617461	12/1/1962	warmer	cooler	cooler	0.017	-0.01	1	-0.048	1962	1962/12
1	0.511962559	1/1/1963	cooler	cooler	cooler	-0.024	-0.05	1	-0.087	1963	1963/01
2	0.898320757	2/1/1963	warmer	warmer	warmer	0.176	0.152	1	0.123	1963	1963/02
3	0.640189902	3/1/1963	cooler	cooler	cooler	-0.112	-0.142	1	-0.164	1963	1963/03
4	0.333004201	4/1/1963	cooler	cooler	cooler	-0.047	-0.067	1	-0.091	1963	1963/04
5	0.269836978	5/1/1963	warmer	cooler	cooler	0.001	-0.021	1	-0.049	1963	1963/05
6	0.496603913	6/1/1963	cooler	cooler	cooler	-0.009	-0.033	1	-0.057	1963	1963/06
7	0.623305383	7/1/1963	warmer	warmer	warmer	0.15	0.11	1	0.083	1963	1963/07
8	0.963404859	8/1/1963	warmer	warmer	warmer	0.167	0.127	1	0.09	1963	1963/08
9	0.674581794	9/1/1963	warmer	warmer	warmer	0.16	0.126	1	0.093	1963	1963/09
10	0.561523603	10/1/1963	warmer	warmer	warmer	0.263	0.224	1	0.193	1963	1963/10
11	0.443096282	11/1/1963	warmer	warmer	warmer	0.195	0.161	1	0.126	1963	1963/11
12	0.912124368	12/1/1963	warmer	cooler	cooler	0.035	-0.007	1	-0.048	1963	1963/12
1	0.459615861	1/1/1964	cooler	cooler	cooler	-0.014	-0.045	1	-0.075	1964	1964/01
2	0.017233443	2/1/1964	cooler	cooler	cooler	-0.095	-0.124	1	-0.156	1964	1964/02
3	0.657889808	3/1/1964	cooler	cooler	cooler	-0.226	-0.276	1	-0.304	1964	1964/03
4	0.071336546	4/1/1964	cooler	cooler	cooler	-0.209	-0.244	1	-0.268	1964	1964/04
5	0.74445598	5/1/1964	cooler	cooler	cooler	-0.151	-0.175	1	-0.208	1964	1964/05
6	0.85497595	6/1/1964	cooler	cooler	cooler	-0.127	-0.159	1	-0.186	1964	1964/06
7	0.273104796	7/1/1964	cooler	cooler	cooler	-0.138	-0.171	1	-0.191	1964	1964/07
8	0.10655769	8/1/1964	cooler	cooler	cooler	-0.226	-0.258	1	-0.284	1964	1964/08
9	0.86968197	9/1/1964	cooler	cooler	cooler	-0.254	-0.284	1	-0.311	1964	1964/09
10	0.594299644	10/1/1964	cooler	cooler	cooler	-0.234	-0.268	1	-0.296	1964	1964/10
11	0.901184619	11/1/1964	cooler	cooler	cooler	-0.266	-0.297	1	-0.326	1964	1964/11
12	0.981110438	12/1/1964	cooler	cooler	cooler	-0.322	-0.356	1	-0.39	1964	1964/12
1	0.007409984	1/1/1965	cooler	cooler	cooler	-0.068	-0.103	1	-0.127	1965	1965/01
2	0.831713338	2/1/1965	cooler	cooler	cooler	-0.209	-0.244	1	-0.27	1965	1965/02
3	0.62184024	3/1/1965	cooler	cooler	cooler	-0.171	-0.215	1	-0.246	1965	1965/03
4	0.752491531	4/1/1965	cooler	cooler	cooler	-0.22	-0.255	1	-0.276	1965	1965/04
5	0.2430298	5/1/1965	cooler	cooler	cooler	-0.125	-0.159	1	-0.186	1965	1965/05
6	0.290787242	6/1/1965	cooler	cooler	cooler	-0.076	-0.11	1	-0.138	1965	1965/06
7	0.219597026	7/1/1965	cooler	cooler	cooler	-0.145	-0.181	1	-0.206	1965	1965/07
8	0.36852058	8/1/1965	cooler	cooler	cooler	-0.072	-0.112	1	-0.137	1965	1965/08
9	0.778256585	9/1/1965	cooler	cooler	cooler	-0.064	-0.095	1	-0.121	1965	1965/09
10	0.957433643	10/1/1965	warmer	cooler	cooler	0.003	-0.03	1	-0.054	1965	1965/10
11	0.474238915	11/1/1965	cooler	cooler	cooler	-0.108	-0.14	1	-0.17	1965	1965/11
12	0.784861578	12/1/1965	cooler	cooler	cooler	-0.034	-0.066	1	-0.096	1965	1965/12
1	0.405737133	1/1/1966	cooler	cooler	cooler	-0.063	-0.096	1	-0.123	1966	1966/01
2	0.494299242	2/1/1966	cooler	cooler	cooler	-0.064	-0.094	1	-0.123	1966	1966/02
3	0.996846794	3/1/1966	cooler	cooler	cooler	-0.03	-0.063	1	-0.091	1966	1966/03
4	0.156026636	4/1/1966	cooler	cooler	cooler	-0.078	-0.107	1	-0.133	1966	1966/04
5	0.497755009	5/1/1966	cooler	cooler	cooler	-0.112	-0.141	1	-0.165	1966	1966/05
6	0.862973411	6/1/1966	warmer	warmer	warmer	0.066	0.035	1	0.011	1966	1966/06
7	0.017384386	7/1/1966	warmer	warmer	warmer	0.063	0.031	1	0.007	1966	1966/07
8	0.941347814	8/1/1966	warmer	cooler	cooler	0.009	-0.022	1	-0.045	1966	1966/08
9	0.140099068	9/1/1966	cooler	cooler	cooler	-0.015	-0.04	1	-0.064	1966	1966/09
10	0.563842749	10/1/1966	cooler	cooler	cooler	-0.073	-0.105	1	-0.129	1966	1966/10
11	0.439891249	11/1/1966	cooler	cooler	cooler	-0.071	-0.096	1	-0.123	1966	1966/11
12	0.77624274	12/1/1966	cooler	cooler	cooler	-0.113	-0.144	1	-0.168	1966	1966/12
1	0.363214502	1/1/1967	cooler	cooler	cooler	-0.144	-0.167	1	-0.188	1967	1967/01
2	0.914428238	2/1/1967	cooler	cooler	cooler	-0.205	-0.235	1	-0.257	1967	1967/02
3	0.572897454	3/1/1967	cooler	cooler	cooler	-0.026	-0.052	1	-0.08	1967	1967/03
4	0.021904246	4/1/1967	cooler	cooler	cooler	-0.037	-0.068	1	-0.089	1967	1967/04
5	0.331416857	5/1/1967	warmer	warmer	warmer	0.099	0.073	1	0.05	1967	1967/05
6	0.850129499	6/1/1967	cooler	cooler	cooler	-0.058	-0.086	1	-0.111	1967	1967/06
7	0.954757631	7/1/1967	cooler	cooler	cooler	-0.029	-0.066	1	-0.09	1967	1967/07
8	0.907389409	8/1/1967	cooler	cooler	cooler	-0.04	-0.065	1	-0.085	1967	1967/08
9	0.191262314	9/1/1967	cooler	cooler	cooler	-0.079	-0.097	1	-0.118	1967	1967/09
10	0.962174744	10/1/1967	warmer	warmer	warmer	0.079	0.06	1	0.046	1967	1967/10
11	0.020548657	11/1/1967	cooler	cooler	cooler	-0.046	-0.064	1	-0.083	1967	1967/11
12	0.457863246	12/1/1967	cooler	cooler	cooler	-0.131	-0.151	1	-0.173	1967	1967/12
1	0.670098003	1/1/1968	cooler	cooler	cooler	-0.224	-0.242	1	-0.263	1968	1968/01
2	0.823590873	2/1/1968	cooler	cooler	cooler	-0.198	-0.214	1	-0.233	1968	1968/02
3	0.810208371	3/1/1968	warmer	warmer	warmer	0.055	0.036	1	0.015	1968	1968/03
4	0.330549504	4/1/1968	cooler	cooler	cooler	-0.15	-0.17	1	-0.188	1968	1968/04
5	0.516468482	5/1/1968	cooler	cooler	cooler	-0.201	-0.221	1	-0.239	1968	1968/05
6	0.648933229	6/1/1968	cooler	cooler	cooler	-0.086	-0.106	1	-0.126	1968	1968/06
7	0.928284994	7/1/1968	cooler	cooler	cooler	-0.086	-0.103	1	-0.122	1968	1968/07
8	0.722443547	8/1/1968	cooler	cooler	cooler	-0.039	-0.06	1	-0.08	1968	1968/08
9	0.076369029	9/1/1968	cooler	cooler	cooler	-0.065	-0.086	1	-0.107	1968	1968/09
10	0.421348902	10/1/1968	warmer	cooler	cooler	0.002	-0.018	1	-0.036	1968	1968/10
11	0.962785904	11/1/1968	cooler	cooler	cooler	-0.051	-0.07	1	-0.094	1968	1968/11
12	0.798338655	12/1/1968	cooler	cooler	cooler	-0.085	-0.11	1	-0.131	1968	1968/12
1	0.023161279	1/1/1969	cooler	cooler	cooler	-0.155	-0.171	1	-0.19	1969	1969/01
2	0.543182317	2/1/1969	cooler	cooler	cooler	-0.152	-0.17	1	-0.19	1969	1969/02
3	0.888207395	3/1/1969	warmer	cooler	cooler	0.014	-0.004	1	-0.024	1969	1969/03
4	0.289281237	4/1/1969	warmer	warmer	warmer	0.131	0.108	1	0.086	1969	1969/04
5	0.94955735	5/1/1969	warmer	warmer	warmer	0.149	0.126	1	0.108	1969	1969/05
6	0.167903435	6/1/1969	warmer	warmer	warmer	0.04	0.023	1	0.003	1969	1969/06
7	0.415182933	7/1/1969	warmer	warmer	warmer	0.055	0.038	1	0.014	1969	1969/07
8	0.93065151	8/1/1969	warmer	warmer	warmer	0.078	0.051	1	0.03	1969	1969/08
9	0.777784422	9/1/1969	warmer	cooler	warmer	0.035	0.015	1	-0.004	1969	1969/09
10	0.239090689	10/1/1969	warmer	warmer	warmer	0.044	0.023	1	0.001	1969	1969/10
11	0.112700926	11/1/1969	warmer	warmer	warmer	0.153	0.132	1	0.108	1969	1969/11
12	0.794896253	12/1/1969	warmer	warmer	warmer	0.222	0.194	1	0.173	1969	1969/12
1	0.703234103	1/1/1970	warmer	warmer	warmer	0.089	0.072	1	0.05	1970	1970/01
2	0.130404248	2/1/1970	warmer	warmer	warmer	0.163	0.143	1	0.121	1970	1970/02
3	0.366976708	3/1/1970	cooler	cooler	cooler	-0.052	-0.069	1	-0.091	1970	1970/03
